time	param	target
993209152768	8119000	6
993209815296	10664000	4
993210257664	8120000	6
993210991872	10665000	4
993211369216	8121000	6
993212153088	10666000	4
993212468992	8122000	6
993213319168	10667000	4
993213583360	8123000	6
993214485760	10668000	4
993214693120	8124000	6
993215661056	10669000	4
993216822784	10670000	4
993217980160	10671000	4
993219139840	10672000	4
993220326144	10673000	4
993221487872	10674000	4
993222642944	10675000	4
993223816960	10676000	4
993224995328	10677000	4
993226156032	10678000	4
993227333376	10679000	4
993228483840	10680000	4
993229664512	10681000	4
993230829312	10682000	4
993231994112	10683000	4
993233154048	10684000	4
993234335744	10685000	4
993235502336	10686000	4
993236669696	10687000	4
993263714048	10782000	4
993264882176	10783000	4
993266044928	10784000	4
993267219968	10785000	4
993268389888	10786000	4
993269559552	10787000	4
993270732032	10788000	4
993271898112	10789000	4
993273064448	10790000	4
993274234624	10791000	4
993275395328	10792000	4
993276561152	10793000	4
993277722880	10794000	4
993278894592	10795000	4
993280050176	10796000	4
993281214976	10797000	4
993282383104	10798000	4
993283553280	10799000	4
993284721920	10800000	4
993285873920	10801000	4
993287044352	10802000	4
993288209664	10803000	4
993289384448	10804000	4
993290539008	10805000	4
993291714048	10806000	4
993292894720	10807000	4
993293200640	9063000	7
993294063104	10808000	4
993294342656	9064000	7
993295226880	10809000	4
993296384000	10810000	4
993296544256	9065000	7
993297547520	10811000	4
993298634496	9066000	7
993298723840	10812000	4
993300707840	9067000	7
993302823168	9068000	7
993304872448	9069000	7
993306792192	9070000	7
993308727040	9071000	7
993310659840	9072000	7
993312588288	9073000	7
993314518016	9074000	7
993316322304	9075000	7
993318116608	9076000	7
993319929600	9077000	7
993321742336	9078000	7
993323534848	9079000	7
993325307392	9080000	7
993327002112	9081000	7
993328690688	9082000	7
993330390784	9083000	7
993332076800	9084000	7
993333757184	9085000	7
993335457024	9086000	7
993337056256	9087000	7
993338639616	9088000	7
993338837248	10094000	5
993339960576	10095000	5
993340231680	9089000	7
993341063424	10096000	5
993341864960	9090000	7
993342220544	10097000	5
993343387392	10098000	5
993343457280	9091000	7
993344508672	10099000	5
993345062912	9092000	7
993345616896	10100000	5
993346624512	9093000	7
993346733056	10101000	5
993347860736	10102000	5
993348120064	9094000	7
993348974592	10103000	5
993349635328	9095000	7
993350128896	10104000	5
993351140352	9096000	7
993351234560	10105000	5
993352376576	10106000	5
993352642816	9097000	7
993353544704	10107000	5
993354144768	9098000	7
993354674176	10108000	5
993355661312	9099000	7
993355789824	10109000	5
993356941056	10110000	5
993357124608	9100000	7
993358094080	10111000	5
993358550016	9101000	7
993359243264	10112000	5
993359973120	9102000	7
993360365568	10113000	5
993361400320	9103000	7
993361494528	10114000	5
993362629120	10115000	5
993362841856	9104000	7
993363782144	10116000	5
993364261376	9105000	7
993364897792	10117000	5
993365690112	9106000	7
993366021888	10118000	5
993367109120	9107000	7
993367125760	10119000	5
993368239872	10120000	5
993368594176	9108000	7
993369395456	10121000	5
993370052608	9109000	7
993370540032	10122000	5
993371410688	9110000	7
993371659264	10123000	5
993372761600	9111000	7
993372777728	10124000	5
993374116352	9112000	7
993375474688	9113000	7
993376820480	9114000	7
993378220800	9115000	7
993379608064	9116000	7
993380895488	9117000	7
993382190080	9118000	7
993383489280	9119000	7
993384774144	9120000	7
993386058496	9121000	7
993387376128	9122000	7
993388664576	9123000	7
993389946624	9124000	7
993391175680	9125000	7
993392408320	9126000	7
993393641472	9127000	7
993394873600	9128000	7
993396097280	9129000	7
993396731648	10875000	6
993397339136	9130000	7
993397928448	10876000	6
993398583808	9131000	7
993399084800	10877000	6
993399782656	9132000	7
993400197120	10878000	6
993401088000	9133000	7
993401375232	10879000	6
993402280448	9134000	7
993402515456	10880000	6
993403453952	9135000	7
993403633152	10881000	6
993404589824	9136000	7
993404748544	10882000	6
993405769984	9137000	7
993405902592	10883000	6
993406887680	9138000	7
993407023360	10884000	6
993408067840	9139000	7
993408135936	10885000	6
993409240576	9140000	7
993409283328	10886000	6
993410367744	9141000	7
993410444544	10887000	6
993411516672	9142000	7
993411609088	10888000	6
993412669696	9143000	7
993412771072	10889000	6
993413803264	9144000	7
993413943040	10890000	6
993415005952	9145000	7
993415098624	10891000	6
993416155648	9146000	7
993416262144	10892000	6
993417278720	9147000	7
993417432064	10893000	6
993418452736	9148000	7
993418604032	10894000	6
993419600384	9149000	7
993419770112	10895000	6
993420758784	9150000	7
993420923392	10896000	6
993421892608	9151000	7
993422087424	10897000	6
993423019520	9152000	7
993423257344	10898000	6
993424186624	9153000	7
993424401920	10899000	6
993425335296	9154000	7
993425544192	10900000	6
993426545152	9155000	7
993426664192	10901000	6
993427692544	9156000	7
993427826432	10902000	6
993428819968	9157000	7
993428978688	10903000	6
993429984256	9158000	7
993430095616	10904000	6
993431112448	9159000	7
993431200000	10905000	6
993432378112	10906000	6
993432739584	9160000	7
993434982912	9161000	7
993436448000	9162000	7
993437749760	9163000	7
993439031808	9164000	7
993440320000	9165000	7
993441604352	9166000	7
993442903040	9167000	7
993444196864	9168000	7
993445514240	9169000	7
993446814464	9170000	7
993448060928	9171000	7
993449295872	9172000	7
993450520832	9173000	7
993451751680	9174000	7
993452987392	9175000	7
993454218240	9176000	7
993455452416	9177000	7
993456685312	9178000	7
993457906944	9179000	7
993459081984	9180000	7
993460252416	9181000	7
993461395200	9182000	7
993462569216	9183000	7
993463723776	9184000	7
993464864768	9185000	7
993466035456	9186000	7
993467166464	9187000	7
993468290304	9188000	7
993469466112	9189000	7
993470621440	9190000	7
993471786496	9191000	7
993472916992	9192000	7
993473320704	10844000	5
993474109184	9193000	7
993474473984	10845000	5
993475292928	9194000	7
993475591424	10846000	5
993476474368	9195000	7
993476699392	10847000	5
993477663488	9196000	7
993477852672	10848000	5
993478860800	9197000	7
993478983936	10849000	5
993480048128	9198000	7
993480098048	10850000	5
993481226240	9199000	7
993481255168	10851000	5
993482406144	10852000	5
993482414848	9200000	7
993483530240	10853000	5
993483612672	9201000	7
993484683520	10854000	5
993484797440	9202000	7
993485846272	10855000	5
993485974528	9203000	7
993486947584	10856000	5
993487156480	9204000	7
993488070912	10857000	5
993488335360	9205000	7
993489183744	10858000	5
993489510144	9206000	7
993490341632	10859000	5
993490697728	9207000	7
993491471104	10860000	5
993491886336	9208000	7
993492649728	10861000	5
993493062912	9209000	7
993493804288	10862000	5
993494252800	9210000	7
993494958848	10863000	5
993495448064	9211000	7
993496072448	10864000	5
993496625664	9212000	7
993497226240	10865000	5
993497803008	9213000	7
993498402816	10866000	5
993498980096	9214000	7
993499540992	10867000	5
993500158464	9215000	7
993500653824	10868000	5
993501342976	9216000	7
993501777152	10869000	5
993502519040	9217000	7
993502919168	10870000	5
993503703296	9218000	7
993504075264	10871000	5
993504882688	9219000	7
993505186304	10872000	5
993506053120	9220000	7
993506325248	10873000	5
993507236864	9221000	7
993507463936	10874000	5
993508421888	9222000	7
993509595392	9223000	7
993510786560	9224000	7
993511966720	9225000	7
993513152512	9226000	7
993514344704	9227000	7
993515531008	9228000	7
993516707328	9229000	7
993517881856	9230000	7
993519066112	9231000	7
993520240384	9232000	7
993521430528	9233000	7
993522605824	9234000	7
993523789056	9235000	7
993524965376	9236000	7
993526145792	9237000	7
993527313408	9238000	7
993528505344	9239000	7
993529691392	9240000	7
993530862592	9241000	7
993532037888	9242000	7
993532179456	10688000	1
993533230848	9243000	7
993533328384	10689000	1
993534414592	9244000	7
993534501376	10690000	1
993535593472	9245000	7
993535681024	10691000	1
993536771840	9246000	7
993536784896	10692000	1
993537942528	10693000	1
993537952000	9247000	7
993539102720	10694000	1
993539133952	9248000	7
993540258048	10695000	1
993540314368	9249000	7
993541388544	10696000	1
993541489920	9250000	7
993542564352	10697000	1
993542668032	9251000	7
993543739136	10698000	1
993543882752	9252000	7
993545056768	9253000	7
993546235392	9254000	7
993547417856	9255000	7
993548584448	9256000	7
993548905216	10699000	1
993549769216	9257000	7
993550060544	10700000	1
993550949376	9258000	7
993551168256	10701000	1
993552123136	9259000	7
993552348160	10702000	1
993553298688	9260000	7
993553525760	10703000	1
993554502656	9261000	7
993554657280	10704000	1
993555672320	9262000	7
993555804672	10705000	1
993556849152	9263000	7
993556965376	10706000	1
993558029824	9264000	7
993558122496	10707000	1
993559202816	9265000	7
993559278080	10708000	1
993560390144	9266000	7
993560454144	10709000	1
993561567232	9267000	7
993561610240	10710000	1
993562738176	9268000	7
993562777600	10711000	1
993563913216	9269000	7
993563936512	10712000	1
993565088512	10713000	1
993565121024	9270000	7
993566231552	10714000	1
993566294272	9271000	7
993567412224	10715000	1
993567485696	9272000	7
993568574720	10716000	1
993568664320	9273000	7
993569740800	10717000	1
993569841152	9274000	7
993570864896	10718000	1
993571009280	9275000	7
993572167168	9276000	7
993573353472	9277000	7
993574532352	9278000	7
993575706112	9279000	7
993576854784	9280000	7
993578022400	9281000	7
993579144192	9282000	7
993580283136	9283000	7
993581457408	9284000	7
993582574080	9285000	7
993583753984	9286000	7
993584896000	9287000	7
993586027008	9288000	7
993587193344	9289000	7
993588366848	9290000	7
993589562880	9291000	7
993590722560	9292000	7
993591888640	9293000	7
993593014272	9294000	7
993594158592	9295000	7
993595337984	9296000	7
993595854336	10313000	3
993596461056	9297000	7
993597014784	10314000	3
993597616896	9298000	7
993598167808	10315000	3
993598758400	9299000	7
993599300608	10316000	3
993599883264	9300000	7
993600467456	10317000	3
993601053184	9301000	7
993601645568	10318000	3
993602220288	9302000	7
993602796032	10319000	3
993603359232	9303000	7
993603962368	10320000	3
993604511232	9304000	7
993605116672	10321000	3
993605691136	9305000	7
993606263040	10322000	3
993606851328	9306000	7
993607377664	10323000	3
993607986688	9307000	7
993608503296	10324000	3
993609113344	9308000	7
993609657856	10325000	3
993610281472	9309000	7
993610768384	10326000	3
993611413760	9310000	7
993611882240	10327000	3
993612567552	9311000	7
993613001728	10328000	3
993613714944	9312000	7
993614157312	10329000	3
993614851584	9313000	7
993615267584	10330000	3
993616016384	9314000	7
993616380672	10331000	3
993617138688	9315000	7
993617525504	10332000	3
993618266112	9316000	7
993618700288	10333000	3
993619445760	9317000	7
993619814656	10334000	3
993620605184	9318000	7
993620974336	10335000	3
993621799168	9319000	7
993622114816	10336000	3
993622929408	9320000	7
993623237888	10337000	3
993624100096	9321000	7
993624371712	10338000	3
993625272064	9322000	7
993625538304	10339000	3
993626452992	9323000	7
993626661120	10340000	3
993627595008	9324000	7
993627824384	10341000	3
993628740352	9325000	7
993628977920	10342000	3
993629868544	9326000	7
993630131456	10343000	3
993631062016	9327000	7
993632229632	9328000	7
993633359360	9329000	7
993634527488	9330000	7
993635693824	9331000	7
993636857344	9332000	7
993638029568	9333000	7
993639212288	9334000	7
993640353792	9335000	7
993641563648	9336000	7
993642735872	9337000	7
993643912960	9338000	7
993645061632	9339000	7
993646231552	9340000	7
993668527616	9341000	7
993669704448	9342000	7
993670893824	9343000	7
993672059392	9344000	7
993673219072	9345000	7
993673519104	7500000	6
993674371328	9346000	7
993674667520	7501000	6
993675533056	9347000	7
993675768832	7502000	6
993676756736	9348000	7
993676879616	7503000	6
993677898240	9349000	7
993677970688	7504000	6
993679063808	7505000	6
993679083776	9350000	7
993680163584	7506000	6
993680279040	9351000	7
993681249536	7507000	6
993681435904	9352000	7
993682366976	7508000	6
993682609408	9353000	7
993683459072	7509000	6
993683771648	9354000	7
993684553472	7510000	6
993684939264	9355000	7
993685653248	7511000	6
993686073344	9356000	7
993686753792	7512000	6
993687220736	9357000	7
993687843840	7513000	6
993688409088	9358000	7
993688945408	7514000	6
993689592576	9359000	7
993690044672	7515000	6
993690762752	9360000	7
993691132416	7516000	6
993691890688	9361000	7
993692235776	7517000	6
993693066496	9362000	7
993693343232	7518000	6
993694234624	9363000	7
993694432512	7519000	6
993695431168	9364000	7
993695536384	7520000	6
993696577024	9365000	7
993696640256	7521000	6
993697725952	7522000	6
993697775616	9366000	7
993698819072	7523000	6
993698907904	9367000	7
993699910656	7524000	6
993700030976	9368000	7
993701045248	7525000	6
993701198080	9369000	7
993702158592	7526000	6
993702376448	9370000	7
993703254272	7527000	6
993703494400	9371000	7
993704341504	7528000	6
993704719104	9372000	7
993705449472	7529000	6
993705847040	9373000	7
993706541824	7530000	6
993706968576	9374000	7
993707639808	7531000	6
993708734720	7532000	6
993709840896	7533000	6
993710927872	7534000	6
993712034816	7535000	6
993713121024	7536000	6
993714218240	7537000	6
993715312896	7538000	6
993716418560	7539000	6
993717521152	7540000	6
993718621952	7541000	6
993719720960	7542000	6
993720818944	7543000	6
993721911552	7544000	6
993722997760	7545000	6
993724094208	7546000	6
993725189632	7547000	6
993726275328	7548000	6
993727373568	7549000	6
993728304128	6250000	5
993728474112	7550000	6
993729558272	7551000	6
993730094848	6251000	5
993730662656	7552000	6
993731763712	7553000	6
993731873024	6252000	5
993732860672	7554000	6
993733665024	6253000	5
993733957888	7555000	6
993735062528	7556000	6
993735403008	6254000	5
993736150784	7557000	6
993737156352	6255000	5
993737256448	7558000	6
993738353152	7559000	6
993738912000	6256000	5
993739439360	7560000	6
993740538112	7561000	6
993740672512	6257000	5
993741631744	7562000	6
993742419712	6258000	5
993742721024	7563000	6
993743820032	7564000	6
993744161536	6259000	5
993744912640	7565000	6
993745929984	6260000	5
993745998080	7566000	6
993747097088	7567000	6
993747703808	6261000	5
993748190976	7568000	6
993749279744	7569000	6
993749454592	6262000	5
993750407424	7570000	6
993751192064	6263000	5
993751522816	7571000	6
993752609792	7572000	6
993752940032	6264000	5
993753703168	7573000	6
993754756096	6265000	5
993754808832	7574000	6
993755898112	7575000	6
993756564480	6266000	5
993757002240	7576000	6
993758099968	7577000	6
993758323456	6267000	5
993759187200	7578000	6
993760063232	6268000	5
993760284672	7579000	6
993761279744	6269000	5
993761397248	7580000	6
993762396416	6270000	5
993762486016	7581000	6
993763502080	6271000	5
993763580160	7582000	6
993764612864	6272000	5
993764673536	7583000	6
993765726720	6273000	5
993765768192	7584000	6
993766836224	6274000	5
993766858752	7585000	6
993767947520	6275000	5
993767953920	7586000	6
993769042688	7587000	6
993769066752	6276000	5
993770142464	7588000	6
993770171392	6277000	5
993771234816	7589000	6
993771302656	6278000	5
993772335616	7590000	6
993772415744	6279000	5
993773434624	7591000	6
993773530880	6280000	5
993774542848	7592000	6
993774645504	6281000	5
993775634176	7593000	6
993775759872	6282000	5
993776728064	7594000	6
993776868864	6283000	5
993777812992	7595000	6
993777980160	6284000	5
993778907392	7596000	6
993779094784	6285000	5
993780005632	7597000	6
993780202752	6286000	5
993781102848	7598000	6
993781322752	6287000	5
993782200576	7599000	6
993782443264	6288000	5
993783299584	7600000	6
993783547392	6289000	5
993784392960	7601000	6
993784662528	6290000	5
993785488128	7602000	6
993785796096	6291000	5
993786591232	7603000	6
993786912768	6292000	5
993787696896	7604000	6
993788039424	6293000	5
993788792576	7605000	6
993789153024	6294000	5
993789887744	7606000	6
993790268928	6295000	5
993790972928	7607000	6
993791386368	6296000	5
993792068352	7608000	6
993792502272	6297000	5
993793171968	7609000	6
993793615872	6298000	5
993794255360	7610000	6
993794733312	6299000	5
993795355648	7611000	6
993795853312	6300000	5
993796464896	7612000	6
993796958976	6301000	5
993797556224	7613000	6
993798074112	6302000	5
993798662400	7614000	6
993799188480	6303000	5
993799760128	7615000	6
993800314112	6304000	5
993800885760	7616000	6
993801426432	6305000	5
993801979904	7617000	6
993802547712	6306000	5
993803091968	7618000	6
993803653120	6307000	5
993804183040	7619000	6
993804814080	6308000	5
993805276416	7620000	6
993805967104	6309000	5
993806379264	7621000	6
993807080192	6310000	5
993807473920	7622000	6
993808191488	6311000	5
993808570624	7623000	6
993809307904	6312000	5
993809662976	7624000	6
993810421760	6313000	5
993810751232	7625000	6
993811537152	6314000	5
993811864064	7626000	6
993812640768	6315000	5
993812963072	7627000	6
993813755648	6316000	5
993814064640	7628000	6
993814878208	6317000	5
993815187200	7629000	6
993815999488	6318000	5
993816304384	7630000	6
993817092608	6319000	5
993817390336	7631000	6
993818158848	6320000	5
993818494464	7632000	6
993819233024	6321000	5
993819587584	7633000	6
993820306944	6322000	5
993820724736	7634000	6
993821397248	6323000	5
993821829632	7635000	6
993822465024	6324000	5
993822965504	7636000	6
993823538688	6325000	5
993824054272	7637000	6
993824615936	6326000	5
993825159936	7638000	6
993825680896	6327000	5
993826258176	7639000	6
993826749696	6328000	5
993827351808	7640000	6
993827833088	6329000	5
993828443648	7641000	6
993828906240	6330000	5
993829534464	7642000	6
993829986560	6331000	5
993830624000	7643000	6
993831058944	6332000	5
993831724544	7644000	6
993832123392	6333000	5
993832817408	7645000	6
993833195776	6334000	5
993833904896	7646000	6
993834270976	6335000	5
993835006208	7647000	6
993835333376	6336000	5
993836171776	7648000	6
993836406784	6337000	5
993837266688	7649000	6
993837475072	6338000	5
993838365696	7650000	6
993838539520	6339000	5
993839450624	7651000	6
993839606784	6340000	5
993840555264	7652000	6
993840682240	6341000	5
993841645312	7653000	6
993841744128	6342000	5
993842732800	7654000	6
993842810112	6343000	5
993843822336	7655000	6
993843879424	6344000	5
993844924416	7656000	6
993844941312	6345000	5
993846009856	7657000	6
993846010624	6346000	5
993847086848	6347000	5
993847104768	7658000	6
993848151040	6348000	5
993848199168	7659000	6
993849234944	6349000	5
993849300992	7660000	6
993850318080	6350000	5
993850420736	7661000	6
993851382272	6351000	5
993851505152	8750000	7
993851545856	7662000	6
993852467712	6352000	5
993852636416	7663000	6
993852702976	8751000	7
993853540096	6353000	5
993853735936	7664000	6
993853839360	8752000	7
993854652416	6354000	5
993854831104	7665000	6
993854966272	8753000	7
993855758848	6355000	5
993855916032	7666000	6
993856137984	8754000	7
993856824832	6356000	5
993857015296	7667000	6
993857298688	8755000	7
993857884160	6357000	5
993858114304	7668000	6
993858436352	8756000	7
993858958848	6358000	5
993859202816	7669000	6
993859610112	8757000	7
993860030976	6359000	5
993860304896	7670000	6
993860761088	8758000	7
993861094656	6360000	5
993861398528	7671000	6
993861892608	8759000	7
993862166528	6361000	5
993862486784	7672000	6
993863057664	8760000	7
993863243008	6362000	5
993863586560	7673000	6
993864238848	8761000	7
993864302592	6363000	5
993864681984	7674000	6
993865372416	6364000	5
993865394176	8762000	7
993865781760	7675000	6
993866439168	6365000	5
993866543872	8763000	7
993866885888	7676000	6
993867511296	6366000	5
993867735296	8764000	7
993867995136	7677000	6
993868591360	6367000	5
993868865536	8765000	7
993869086720	7678000	6
993869659648	6368000	5
993869993728	8766000	7
993870190080	7679000	6
993870730240	6369000	5
993871168000	8767000	7
993871298304	7680000	6
993871815424	6370000	5
993872309504	8768000	7
993872395264	7681000	6
993872878336	6371000	5
993873462784	8769000	7
993873493248	7682000	6
993873949440	6372000	5
993874587648	7683000	6
993874630400	8770000	7
993875022336	6373000	5
993875676672	7684000	6
993875762432	8771000	7
993876088576	6374000	5
993876781824	7685000	6
993876951552	8772000	7
993877167616	6375000	5
993877875456	7686000	6
993878083328	8773000	7
993878254336	6376000	5
993878971648	7687000	6
993879280384	8774000	7
993879316480	6377000	5
993880067840	7688000	6
993880387840	6378000	5
993880435968	8775000	7
993881169408	7689000	6
993881477888	6379000	5
993881592576	8776000	7
993882263296	7690000	6
993882551296	6380000	5
993882765824	8777000	7
993883359232	7691000	6
993883620608	6381000	5
993883905792	8778000	7
993884458496	7692000	6
993884699392	6382000	5
993885081088	8779000	7
993885553920	7693000	6
993885772800	6383000	5
993886237952	8780000	7
993886659072	7694000	6
993886846464	6384000	5
993887379712	8781000	7
993887755776	7695000	6
993887915776	6385000	5
993888554496	8782000	7
993888841728	7696000	6
993888980480	6386000	5
993889724416	8783000	7
993889947392	7697000	6
993890049792	6387000	5
993890885376	8784000	7
993891053824	7698000	6
993891125760	6388000	5
993892025600	8785000	7
993892141312	7699000	6
993892188160	6389000	5
993893169664	8786000	7
993893243904	7700000	6
993893263360	6390000	5
993894338048	6391000	5
993894344448	7701000	6
993894362624	8787000	7
993895409152	6392000	5
993895429120	7702000	6
993895494912	8788000	7
993896478208	6393000	5
993896523776	7703000	6
993896653824	8789000	7
993897547264	6394000	5
993897607680	7704000	6
993897791744	8790000	7
993898609920	6395000	5
993898704896	7705000	6
993898933248	8791000	7
993899685120	6396000	5
993899795200	7706000	6
993900113408	8792000	7
993900750336	6397000	5
993900932352	7707000	6
993901286912	8793000	7
993901811712	6398000	5
993902025472	7708000	6
993902433792	8794000	7
993902878720	6399000	5
993903123712	7709000	6
993903608832	8795000	7
993903964928	6400000	5
993904215552	7710000	6
993904770816	8796000	7
993905083904	6401000	5
993905322496	7711000	6
993905910784	8797000	7
993906195968	6402000	5
993906543104	7712000	6
993907078656	8798000	7
993907268864	6403000	5
993907591424	7713000	6
993908264960	8799000	7
993908336640	6404000	5
993908644352	7714000	6
993909427200	8800000	7
993909432832	6405000	5
993909709312	7715000	6
993910502912	6406000	5
993910596608	8801000	7
993910753536	7716000	6
993911563008	6407000	5
993911739904	8802000	7
993911804672	7717000	6
993912628736	6408000	5
993912864256	7718000	6
993912919808	8803000	7
993913704704	6409000	5
993913923840	7719000	6
993914080000	8804000	7
993914764544	6410000	5
993914974720	7720000	6
993915251712	8805000	7
993915835136	6411000	5
993916023808	7721000	6
993916461312	8806000	7
993916899584	6412000	5
993917069824	7722000	6
993917622784	8807000	7
993917964800	6413000	5
993918121728	7723000	6
993918757632	8808000	7
993919045376	6414000	5
993919177472	7724000	6
993919938816	8809000	7
993920139776	6415000	5
993920218624	7725000	6
993921069824	8810000	7
993921243392	6416000	5
993921272576	7726000	6
993922213632	8811000	7
993922313728	6417000	5
993922327552	7727000	6
993923376384	7728000	6
993923385600	6418000	5
993923388672	8812000	7
993924423680	7729000	6
993924453888	6419000	5
993924536576	8813000	7
993925478144	7730000	6
993925526016	6420000	5
993925705728	8814000	7
993926524160	7731000	6
993926601472	6421000	5
993926910464	8815000	7
993927586048	7732000	6
993927674112	6422000	5
993928056832	8816000	7
993928638208	7733000	6
993928749312	6423000	5
993929238528	8817000	7
993929683200	7734000	6
993929809152	6424000	5
993930373376	8818000	7
993930733568	7735000	6
993930926336	6425000	5
993931532032	8819000	7
993931793920	7736000	6
993931994624	6426000	5
993932835840	8820000	7
993932839168	7737000	6
993933057536	6427000	5
993933890304	7738000	6
993933972480	8821000	7
993934125312	6428000	5
993934940928	7739000	6
993935132928	8822000	7
993935196928	6429000	5
993936264192	6430000	5
993936265728	8823000	7
993937334528	6431000	5
993937427712	8824000	7
993938402304	6432000	5
993938575104	8825000	7
993939462912	6433000	5
993939744256	8826000	7
993940529920	6434000	5
993940914176	8827000	7
993941598976	6435000	5
993942051584	8828000	7
993942674176	6436000	5
993943189760	8829000	7
993943750656	6437000	5
993944377856	8830000	7
993944818176	6438000	5
993945499904	8831000	7
993945885440	6439000	5
993946667776	8832000	7
993946960384	6440000	5
993947808768	8833000	7
993948040448	6441000	5
993948937984	8834000	7
993949101312	6442000	5
993950123008	8835000	7
993950173952	6443000	5
993951248896	6444000	5
993951263744	8836000	7
993952315904	6445000	5
993952403456	8837000	7
993953437440	6446000	5
993953556992	8838000	7
993954548480	6447000	5
993954690048	8839000	7
993955626496	6448000	5
993955852288	8840000	7
993956722688	6449000	5
993956986880	8841000	7
993957791232	6450000	5
993958117120	8842000	7
993958859776	6451000	5
993959279104	8843000	7
993959928320	6452000	5
993960463360	8844000	7
993961005056	6453000	5
993961591040	8845000	7
993962073600	6454000	5
993962759936	8846000	7
993963139840	6455000	5
993963892480	8847000	7
993964225280	6456000	5
993965032448	8848000	7
993965294080	6457000	5
993966210560	8849000	7
993966375424	6458000	5
993967380480	8850000	7
993967444224	6459000	5
993968518400	6460000	5
993968534784	8851000	7
993969594368	6461000	5
993969723392	8852000	7
993970678016	6462000	5
993970899456	8853000	7
993971752448	6463000	5
993972075520	8854000	7
993972825344	6464000	5
993973243648	8855000	7
993973935872	6465000	5
993974104576	7740000	6
993974445568	8856000	7
993975008000	6466000	5
993975632128	8857000	7
993976079104	6467000	5
993976327168	7741000	6
993976803072	8858000	7
993977157120	6468000	5
993978000128	8859000	7
993978223616	6469000	5
993978536192	7742000	6
993979184384	8860000	7
993979297024	6470000	5
993980368640	8861000	7
993980369408	6471000	5
993980739328	7743000	6
993981434880	6472000	5
993981547776	8862000	7
993982530304	6473000	5
993982725120	8863000	7
993982936064	7744000	6
993983646976	6474000	5
993983898880	8864000	7
993984750592	6475000	5
993985078016	8865000	7
993985103616	7745000	6
993985875968	6476000	5
993986255872	8866000	7
993986989056	6477000	5
993987122432	7746000	6
993987431680	8867000	7
993988094720	6478000	5
993988615424	8868000	7
993989146880	7747000	6
993989211648	6479000	5
993989790976	8869000	7
993990330880	6480000	5
993990969088	8870000	7
993991173632	7748000	6
993991439872	6481000	5
993992145408	8871000	7
993992558592	6482000	5
993993196288	7749000	6
993993317888	8872000	7
993993660160	6483000	5
993994532608	8873000	7
993994800384	6484000	5
993995236608	7750000	6
993995718144	8874000	7
993995916032	6485000	5
993996887296	8875000	7
993997035008	6486000	5
993997151232	7751000	6
993998065408	8876000	7
993998153216	6487000	5
993999020544	7752000	6
993999244544	8877000	7
993999275008	6488000	5
994000396288	6489000	5
994000418560	8878000	7
994000807936	7753000	6
994001513472	6490000	5
994001597952	8879000	7
994002605824	7754000	6
994002628864	6491000	5
994002782976	8880000	7
994003734528	6492000	5
994003959808	8881000	7
994004476416	7755000	6
994004856576	6493000	5
994005144064	8882000	7
994005972224	6494000	5
994006325760	8883000	7
994006373120	7756000	6
994007083008	6495000	5
994007498240	8884000	7
994008134656	7757000	6
994008195840	6496000	5
994008686080	8885000	7
994009337600	6497000	5
994009870592	8886000	7
994009885184	7758000	6
994010446080	6498000	5
994011046912	8887000	7
994011572736	6499000	5
994011639296	7759000	6
994012222208	8888000	7
994012695040	6500000	5
994013410560	7760000	6
994013420544	8889000	7
994013805056	6501000	5
994014599680	8890000	7
994014930176	6502000	5
994015151360	7761000	6
994015778048	8891000	7
994016051712	6503000	5
994016921088	7762000	6
994016963584	8892000	7
994017163008	6504000	5
994018138880	8893000	7
994018280192	6505000	5
994018597632	7763000	6
994019319040	8894000	7
994019406336	6506000	5
994020242944	7764000	6
994020504320	8895000	7
994020515328	6507000	5
994021627392	6508000	5
994021672192	8896000	7
994021883392	7765000	6
994022745600	6509000	5
994022859008	8897000	7
994023525120	7766000	6
994023853312	6510000	5
994024043520	8898000	7
994024972800	6511000	5
994025162240	7767000	6
994025216000	8899000	7
994026083328	6512000	5
994026395904	8900000	7
994026809344	7768000	6
994027188224	6513000	5
994027587072	8901000	7
994028323584	6514000	5
994028449536	7769000	6
994028770560	8902000	7
994029446656	6515000	5
994029951744	8903000	7
994030005248	7770000	6
994030560000	6516000	5
994031137280	8904000	7
994031560192	7771000	6
994031683584	6517000	5
994032307200	8905000	7
994032802048	6518000	5
994033095168	7772000	6
994033485824	8906000	7
994033923072	6519000	5
994034646272	7773000	6
994034670592	8907000	7
994035037440	6520000	5
994035842048	8908000	7
994036081152	7774000	6
994036150784	6521000	5
994037024256	8909000	7
994037259008	6522000	5
994037643776	7775000	6
994038199808	8910000	7
994038379008	6523000	5
994039190784	7776000	6
994039375360	8911000	7
994039493632	6524000	5
994040567296	8912000	7
994040605440	6525000	5
994040676864	7777000	6
994041719552	6526000	5
994041751040	8913000	7
994042125824	7778000	6
994042848512	6527000	5
994042930944	8914000	7
994043630080	7779000	6
994043968256	6528000	5
994044109312	8915000	7
994045079808	6529000	5
994045097984	7780000	6
994045309184	8916000	7
994046195456	6530000	5
994046485504	8917000	7
994046554880	7781000	6
994047306752	6531000	5
994047679744	8918000	7
994048020736	7782000	6
994048443392	6532000	5
994048856320	8919000	7
994049489920	7783000	6
994049562112	6533000	5
994050032384	8920000	7
994050668544	6534000	5
994050894848	7784000	6
994051211264	8921000	7
994051785984	6535000	5
